Title,Url,Price,ISBN-10,ISBN,Author,Format,Pages,Publisher,Language
Safe in Heaven Dead (A Novel),https://bulkbookstore.com/safe-in-heaven-dead-a-novel-9780060099114,14.99,0060099119,b'9780060099114',Samuel Ligon,Paperback,256.0,"HarperCollins (March 30, 2004)",English
Blue Hour (Poems),https://bulkbookstore.com/blue-hour-poems-9780060099138,13.99,0060099135,b'9780060099138',Carolyn Forche,Paperback,96.0,"HarperCollins (March 16, 2004)",English
"Complete Book of Mixed Drinks, The (Revised Edition) (More Than 1,000 Alcoholic and Nonalcoholic Cocktails)",https://bulkbookstore.com/complete-book-of-mixed-drinks-the-revised-edition-more-than-1-000-alcoholic-and-nonalcoholic-cocktails-9780060099145,19.99,0060099143,b'9780060099145',Anthony Dias Blue,Paperback,384.0,"HarperCollins (October 22, 2002)",English
Big Max and the Mystery of the Missing Giraffe,https://bulkbookstore.com/big-max-and-the-mystery-of-the-missing-giraffe-9780060099206,4.99,0060099208,b'9780060099206',"Kin Platt, Lynne Cravath",Paperback,64.0,"HarperCollins (May 30, 2006)",English
Crossing Brooklyn Ferry (A Novel),https://bulkbookstore.com/crossing-brooklyn-ferry-a-novel-9780060099435,14.99,0060099437,b'9780060099435',Jennie Fields,Paperback,384.0,"HarperCollins (July 23, 2002)",English
"Merry Christmas, Amelia Bedelia",https://bulkbookstore.com/merry-christmas-amelia-bedelia-9780060099459,4.99,0060099453,b'9780060099459',"Peggy Parish, Lynn Sweat",Paperback,64.0,"HarperCollins (October 1, 2002)",English
"Pride, Prejudice and Jasmin Field (A Novel)",https://bulkbookstore.com/pride-prejudice-and-jasmin-field-a-novel-9780060184957,14.0,0060184957,b'9780060184957',Melissa Nathan,Paperback,288.0,"HarperCollins (April 24, 2001)",English
New World Kitchen (Latin American and Caribbean Cuisine),https://bulkbookstore.com/new-world-kitchen-latin-american-and-caribbean-cuisine-9780060185053,34.95,0060185058,b'9780060185053',Norman Van Aken,Hardcover,336.0,"HarperCollins (April 1, 2003)",English
"Cemetery Stories (Haunted Graveyards, Embalming Secrets, and the Life of a Corpse After Death)",https://bulkbookstore.com/cemetery-stories-haunted-graveyards-embalming-secrets-and-the-life-of-a-corpse-after-death-9780060185183,15.99,006018518X,b'9780060185183',Katherine Ramsland,Paperback,256.0,"HarperCollins (October 2, 2001)",English
From Emeril's Kitchens (Favorite Recipes from Emeril's Restaurants),https://bulkbookstore.com/from-emerils-kitchens-favorite-recipes-from-emerils-restaurants-9780060185350,30.0,006018535X,b'9780060185350',Emeril Lagasse,Hardcover,352.0,"HarperCollins (October 14, 2003)",English
Don Quixote,https://bulkbookstore.com/don-quixote-9780060188702,29.99,0060188707,b'9780060188702',"Miguel de Cervantes, Edith Grossman",Hardcover,976.0,"HarperCollins (October 21, 2003)",English
Bel Canto (A Novel),https://bulkbookstore.com/bel-canto-a-novel-9780060188733,25.99,0060188731,b'9780060188733',Ann Patchett,Hardcover,336.0,"HarperCollins (May 22, 2001)",English
"Pleasures of the Vietnamese Table (Recipes and Reminiscences from Vietnam's Best Market Kitchens, Street Cafes, and Home Cooks)",https://bulkbookstore.com/pleasures-of-the-vietnamese-table-recipes-and-reminiscences-from-vietnams-best-market-kitchens-street-cafes-and-home-cooks-9780060192587,27.5,0060192585,b'9780060192587',Mai Pham,Hardcover,256.0,"HarperCollins (July 31, 2001)",English
Audrey Style,https://bulkbookstore.com/audrey-style-9780060193294,40.0,0060193298,b'9780060193294',Pamela Clarke Keogh,Hardcover,240.0,"HarperCollins (April 7, 1999)",English
Body For Life (12 Weeks to Mental and Physical Strength),https://bulkbookstore.com/body-for-life-12-weeks-to-mental-and-physical-strength-9780060193393-1,37.5,0060193395,b'9780060193393',Bill Phillips,Hardcover,224.0,"HarperCollins (June 10, 1999)",English
"Most Brilliant Thoughts of All Time (In Two Lines or Less), The",https://bulkbookstore.com/most-brilliant-thoughts-of-all-time-in-two-lines-or-less-the-9780060194116,24.99,0060194111,b'9780060194116',John M. Shanahan,Hardcover,336.0,"HarperCollins (May 11, 1999)",English
Second Helpings from Union Square Cafe (140 New Favorites from New York's Acclaimed Restaurant),https://bulkbookstore.com/second-helpings-from-union-square-cafe-140-new-favorites-from-new-yorks-acclaimed-restaurant-9780060196479,35.0,0060196475,b'9780060196479',"Danny Meyer, Michael Romano, Corp Union Square Cafe",Hardcover,352.0,"HarperCollins (October 2, 2001)",English
The Essential Mediterranean (How Regional Cooks Transform Key Ingredients into the World's Favorite Cuisines),https://bulkbookstore.com/the-essential-mediterranean-how-regional-cooks-transform-key-ingredients-into-the-worlds-favorite-cuisines-9780060196516,29.95,0060196513,b'9780060196516',Nancy Harmon Jenkins,Hardcover,448.0,"HarperCollins (March 18, 2003)",English
Circle of Three (A Novel),https://bulkbookstore.com/circle-of-three-a-novel-9780060197063,25.0,0060197064,b'9780060197063',Patricia Gaffney,Paperback,608.0,"HarperCollins (July 3, 2000)",English
My Most Favorite Dessert Company Cookbook (Delicious Pareve Baking Recipes),https://bulkbookstore.com/my-most-favorite-dessert-company-cookbook-delicious-pareve-baking-recipes-9780060197865,32.5,0060197862,b'9780060197865',Doris Schechter,Hardcover,256.0,"HarperCollins (September 4, 2001)",English
Perfect Cakes,https://bulkbookstore.com/perfect-cakes-9780060198794,37.5,0060198796,b'9780060198794',Nick Malgieri,Hardcover,352.0,"HarperCollins (October 15, 2002)",English
Wild Justice,https://bulkbookstore.com/wild-justice-9780060199135,27.0,006019913X,b'9780060199135',Phillip Margolin,Paperback,464.0,"HarperCollins (September 5, 2000)",English
Jackie Style,https://bulkbookstore.com/jackie-style-9780060199524,45.0,0060199520,b'9780060199524',Pamela Clarke Keogh,Hardcover,256.0,"HarperCollins (April 24, 2001)",English
Chez Panisse Fruit,https://bulkbookstore.com/chez-panisse-fruit-9780060199579,34.99,0060199571,b'9780060199579',Alice L. Waters,Hardcover,352.0,"HarperCollins (April 16, 2002)",English
Prodigal Summer,https://bulkbookstore.com/prodigal-summer-lp-9780060199661,26.0,0060199660,b'9780060199661',Barbara Kingsolver,Paperback,640.0,"HarperCollins (November 7, 2000)",English
My Five Senses Big Book,https://bulkbookstore.com/my-five-senses-big-book-9780060200503,24.99,0060200502,b'9780060200503',"Aliki, Aliki",Paperback,32.0,"HarperCollins (March 15, 1991)",English
"Dinosaurs, Dinosaurs Big Book",https://bulkbookstore.com/dinosaurs-dinosaurs-big-book-9780060204105,24.99,0060204109,b'9780060204105',"Byron Barton, Byron Barton",Paperback,40.0,"HarperCollins (March 15, 1991)",English
Flat Stanley,https://bulkbookstore.com/flat-stanley-9780060206819,17.89,0060206810,b'9780060206819',"Jeff Brown, Tomi Ungerer",Hardcover,48.0,"HarperCollins (January 1, 1964)",English
Big Red Barn,https://bulkbookstore.com/big-red-barn-9780060207489,17.99,0060207485,b'9780060207489',"Margaret Wise Brown, Felicia Bond",Hardcover,32.0,"HarperCollins (April 4, 1989)",English
Big Red Barn Big Book,https://bulkbookstore.com/big-red-barn-big-book-9780060207502,24.99,0060207507,b'9780060207502',"Margaret Wise Brown, Felicia Bond",Paperback,32.0,"HarperCollins (April 4, 1991)",English
Be Nice to Spiders,https://bulkbookstore.com/be-nice-to-spiders-9780060220730,17.89,0060220732,b'9780060220730',"Margaret Bloy Graham, Margaret Bloy Graham",Hardcover,32.0,"HarperCollins (September 13, 1967)",English
Julius,https://bulkbookstore.com/julius-9780060224912,17.89,0060224916,b'9780060224912',"Syd Hoff, Syd Hoff",Hardcover,64.0,"HarperCollins (January 1, 1959)",English
Who Will Be My Friends?,https://bulkbookstore.com/who-will-be-my-friends-9780060225568,17.89,0060225564,b'9780060225568',"Syd Hoff, Syd Hoff",Hardcover,32.0,"HarperCollins (January 1, 1960)",English
Harold and the Purple Crayon,https://bulkbookstore.com/harold-and-the-purple-crayon-9780060229368,17.89,0060229365,b'9780060229368',"Crockett Johnson, Crockett Johnson",Hardcover,64.0,"HarperCollins (January 1, 1958)",English
The Happy Day,https://bulkbookstore.com/the-happy-day-9780060233969,17.89,0060233966,b'9780060233969',"Ruth Krauss, Marc Simont",Hardcover,36.0,"HarperCollins (January 1, 1949)",English
The Philharmonic Gets Dressed,https://bulkbookstore.com/the-philharmonic-gets-dressed-9780060236229,17.99,0060236221,b'9780060236229',"Karla Kuskin, Marc Simont",Hardcover,48.0,"HarperCollins (September 21, 1982)",English
"Morning, Noon, and Night",https://bulkbookstore.com/morning-noon-and-night-9780060236298,17.89,0060236299,b'9780060236298',"Jean Craighead George, Wendell Minor",Hardcover,32.0,"HarperCollins (May 19, 1999)",English
Mouse Tales,https://bulkbookstore.com/mouse-tales-9780060239411,16.99,0060239417,b'9780060239411',"Arnold Lobel, Arnold Lobel",Hardcover,64.0,"HarperCollins (October 18, 1972)",English
Owl at Home,https://bulkbookstore.com/owl-at-home-9780060239497,17.89,0060239492,b'9780060239497',"Arnold Lobel, Arnold Lobel",Hardcover,64.0,"HarperCollins (October 8, 1975)",English
Frog and Toad All Year,https://bulkbookstore.com/frog-and-toad-all-year-9780060239503,16.99,0060239506,b'9780060239503',"Arnold Lobel, Arnold Lobel",Hardcover,64.0,"HarperCollins (August 25, 1976)",English
Frog and Toad Together,https://bulkbookstore.com/frog-and-toad-together-9780060239596,16.99,006023959X,b'9780060239596',"Arnold Lobel, Arnold Lobel",Hardcover,64.0,"HarperCollins (April 26, 1972)",English
Mouse Soup,https://bulkbookstore.com/mouse-soup-9780060239671,16.99,0060239670,b'9780060239671',"Arnold Lobel, Arnold Lobel",Hardcover,64.0,"HarperCollins (April 5, 1997)",English
Fables,https://bulkbookstore.com/fables-9780060239732,17.99,0060239735,b'9780060239732',"Arnold Lobel, Arnold Lobel",Hardcover,48.0,"HarperCollins (August 6, 1980)",English
Beauty (A Retelling of the Story of Beauty and the Beast),https://bulkbookstore.com/beauty-a-retelling-of-the-story-of-beauty-and-the-beast-9780060241490,18.99,0060241497,b'9780060241490',Robin McKinley,Hardcover,256.0,"HarperCollins (October 25, 1978)",English
Father Bear Comes Home,https://bulkbookstore.com/father-bear-comes-home-9780060242305,16.95,0060242302,b'9780060242305',"Else Holmelund Minarik, Maurice Sendak",Hardcover,64.0,"HarperCollins (January 1, 1959)",English
Little Bear's Friend,https://bulkbookstore.com/little-bears-friend-9780060242558,16.95,0060242558,b'9780060242558',"Else Holmelund Minarik, Maurice Sendak",Hardcover,64.0,"HarperCollins (January 1, 1960)",English
Little Bear's Visit,https://bulkbookstore.com/little-bears-visit-9780060242657,16.95,0060242655,b'9780060242657',"Else Holmelund Minarik, Maurice Sendak",Hardcover,64.0,"HarperCollins (January 1, 1961)",English
A Kiss for Little Bear,https://bulkbookstore.com/a-kiss-for-little-bear-9780060242985,16.99,0060242981,b'9780060242985',"Else Holmelund Minarik, Maurice Sendak",Hardcover,32.0,"HarperCollins (September 25, 1968)",English
Who Took the Farmer's Hat?,https://bulkbookstore.com/who-took-the-farmers-hat-9780060245665,17.89,0060245662,b'9780060245665',"Joan L. Nodset, Fritz Siebel",Hardcover,32.0,"HarperCollins (January 1, 1963)",English
"In a Dark, Dark Room and Other Scary Stories",https://bulkbookstore.com/in-a-dark-dark-room-and-other-scary-stories-9780060252717,16.99,0060252715,b'9780060252717',"Alvin Schwartz, Dirk Zimmer",Hardcover,64.0,"HarperCollins (March 14, 1984)",English
Outside Over There,https://bulkbookstore.com/outside-over-there-9780060255237,22.95,0060255234,b'9780060255237',"Maurice Sendak, Maurice Sendak",Hardcover,40.0,"HarperCollins (April 22, 1981)",English
Alligators All Around,https://bulkbookstore.com/alligators-all-around-9780060255305,16.89,0060255307,b'9780060255305',"Maurice Sendak, Maurice Sendak",Hardcover,32.0,"HarperCollins (November 28, 1962)",English
Chicken Soup with Rice (A Book of Months),https://bulkbookstore.com/chicken-soup-with-rice-a-book-of-months-9780060255350,16.89,0060255358,b'9780060255350',"Maurice Sendak, Maurice Sendak",Hardcover,32.0,"HarperCollins (November 28, 1962)",English
One Was Johnny (A Counting Book),https://bulkbookstore.com/one-was-johnny-a-counting-book-9780060255404,16.89,0060255404,b'9780060255404',"Maurice Sendak, Maurice Sendak",Hardcover,48.0,"HarperCollins (November 28, 1962)",English
Pierre (A Cautionary Tale),https://bulkbookstore.com/pierre-a-continuous-tale-in-five-chapters-and-a-prologue-9780060259655,16.89,0060259655,b'9780060259655',"Maurice Sendak, Maurice Sendak",Hardcover,48.0,"HarperCollins (November 28, 1962)",English
A Tree Is Nice,https://bulkbookstore.com/a-tree-is-nice-9780060261559,17.99,0060261552,b'9780060261559',"Janice May Udry, Marc Simont",Hardcover,32.0,"HarperCollins (March 14, 1956)",English
Crictor,https://bulkbookstore.com/crictor-9780060261801,17.99,0060261803,b'9780060261801',"Tomi Ungerer, Tomi Ungerer",Hardcover,400.0,"HarperCollins (April 16, 1958)",English
The Rabbits' Wedding,https://bulkbookstore.com/the-rabbits-wedding-9780060264956,17.99,0060264950,b'9780060264956',"Garth Williams, Garth Williams",Hardcover,32.0,"HarperCollins (April 30, 1958)",English
Harry by the Sea,https://bulkbookstore.com/harry-by-the-sea-9780060268565,18.89,0060268565,b'9780060268565',"Gene Zion, Margaret Bloy Graham",Hardcover,32.0,"HarperCollins (January 1, 1965)",English
No Roses for Harry!,https://bulkbookstore.com/no-roses-for-harry-9780060268909,17.99,0060268905,b'9780060268909',"Gene Zion, Margaret Bloy Graham",Hardcover,32.0,"HarperCollins (October 6, 1958)",English
William's Doll,https://bulkbookstore.com/williams-doll-9780060270476,17.99,0060270470,b'9780060270476',"Charlotte Zolotow, William Pene du Bois",Hardcover,32.0,"HarperCollins (May 10, 1972)",English
A Farmer Boy Birthday,https://bulkbookstore.com/a-farmer-boy-birthday-9780060274771,17.89,0060274778,b'9780060274771',"Laura Ingalls Wilder, Jody Wheeler",Hardcover,40.0,"HarperCollins (September 12, 1998)",English
Laura's Album (A Remembrance Scrapbook of Laura Ingalls Wilder),https://bulkbookstore.com/lauras-album-a-remembrance-scrapbook-of-laura-ingalls-wilder-9780060278427,21.99,0060278420,b'9780060278427',William Anderson,Hardcover,80.0,"HarperCollins (October 13, 1998)",English
Bathtime for Biscuit,https://bulkbookstore.com/bathtime-for-biscuit-9780060279387,17.89,0060279389,b'9780060279387',"Alyssa Satin Capucilli, Pat Schories",Hardcover,32.0,"HarperCollins (August 29, 1998)",English
I Can Make a Difference (A Treasury to Inspire Our Children),https://bulkbookstore.com/i-can-make-a-difference-a-treasury-to-inspire-our-children-9780060280512,21.99,0060280514,b'9780060280512',"Marian Wright Edelman, Barry Moser",Hardcover,112.0,"HarperCollins (November 1, 2005)",English
The Fairy's Mistake,https://bulkbookstore.com/the-fairys-mistake-9780060280604,13.99,0060280603,b'9780060280604',"Gail Carson Levine, Mark Elliott",Hardcover,96.0,"HarperCollins (April 8, 1999)",English
The Princess Test,https://bulkbookstore.com/the-princess-test-9780060280628,16.99,006028062X,b'9780060280628',"Gail Carson Levine, Mark Elliott",Hardcover,96.0,"HarperCollins (March 21, 1999)",English
Princess Sonora and the Long Sleep,https://bulkbookstore.com/princess-sonora-and-the-long-sleep-9780060280642,12.99,0060280646,b'9780060280642',"Gail Carson Levine, Mark Elliott",Hardcover,112.0,"HarperCollins (September 8, 1999)",English
"My Daddy, Dr. Martin Luther King, Jr.",https://bulkbookstore.com/my-daddy-dr-martin-luther-king-jr-9780060280758,17.99,0060280751,b'9780060280758',"Martin Luther King, AG Ford",Hardcover,32.0,"HarperCollins (August 6, 2013)",English
The Baby Beebee Bird,https://bulkbookstore.com/the-baby-beebee-bird-9780060280833,17.99,0060280832,b'9780060280833',"Diane Redfield Massie, Steven Kellogg",Hardcover,32.0,"HarperCollins (September 5, 2000)",English
Jake and Lily,https://bulkbookstore.com/jake-and-lily-9780060281359,16.99,0060281359,b'9780060281359',Jerry Spinelli,Hardcover,352.0,"HarperCollins (May 8, 2012)",English
The Little Fir Tree,https://bulkbookstore.com/the-little-fir-tree-9780060281892,15.99,0060281898,b'9780060281892',"Margaret Wise Brown, Jim LaMarche",Hardcover,32.0,"HarperCollins (September 27, 2005)",English
A Child's Garden of Verses,https://bulkbookstore.com/a-childs-garden-of-verses-9780060282288,17.99,0060282282,b'9780060282288',"Robert Louis Stevenson, Barbara McClintock",Hardcover,80.0,"HarperCollins (February 22, 2011)",English
A Series of Unfortunate Events #4: The Miserable Mill,https://bulkbookstore.com/a-series-of-unfortunate-events-4-the-miserable-mill-9780060283155,15.89,0060283157,b'9780060283155',"Lemony Snicket, Brett Helquist, Michael Kupperman",Hardcover,208.0,"HarperCollins (April 5, 2000)",English
Si le das un panqueque a una cerdita (If You Give a Pig a Pancake (Spanish edition)),https://bulkbookstore.com/si-le-das-un-panqueque-a-una-cerdita-9780060283162-1,16.99,0060283165,b'9780060283162',"Laura Joffe Numeroff, Felicia Bond",Hardcover,32.0,"HarperCollins (May 5, 1999)",Spanish
If You Give a Cat a Cupcake,https://bulkbookstore.com/if-you-give-a-cat-a-cupcake-9780060283247,17.99,0060283246,b'9780060283247',"Laura Numeroff, Felicia Bond",Hardcover,32.0,"HarperCollins (September 30, 2008)",English
If You Give a Pig a Party,https://bulkbookstore.com/if-you-give-a-pig-a-party-9780060283261,17.99,0060283262,b'9780060283261',"Laura Numeroff, Felicia Bond",Hardcover,32.0,"HarperCollins (September 6, 2005)",English
If You Take a Mouse to School,https://bulkbookstore.com/if-you-take-a-mouse-to-school-9780060283285-1,18.99,0060283289,b'9780060283285',"Laura Numeroff, Felicia Bond",Hardcover,32.0,"HarperCollins (July 16, 2002)",English
Stuart Little Read-Aloud Edition,https://bulkbookstore.com/stuart-little-read-aloud-edition-9780060283346,19.95,0060283343,b'9780060283346',"E. B. White, Garth Williams",Hardcover,144.0,"HarperCollins (May 15, 1999)",English
Cinderellis and the Glass Hill,https://bulkbookstore.com/cinderellis-and-the-glass-hill-9780060283360,16.99,006028336X,b'9780060283360',"Gail Carson Levine, Mark Elliott",Hardcover,112.0,"HarperCollins (February 2, 2000)",English
"Happy Birthday, Biscuit!",https://bulkbookstore.com/happy-birthday-biscuit-9780060283551,16.99,0060283556,b'9780060283551',"Alyssa Satin Capucilli, Pat Schories",Hardcover,24.0,"HarperCollins (April 7, 1999)",English
The Squeaky Door,https://bulkbookstore.com/the-squeaky-door-9780060283735,17.99,0060283734,b'9780060283735',"Margaret Read MacDonald, Mary Newell DePalma",Hardcover,40.0,"HarperCollins (January 3, 2006)",English
Two Little Trains,https://bulkbookstore.com/two-little-trains-9780060283766,17.99,0060283769,b'9780060283766',"Margaret Wise Brown, Leo and Diane Dillon",Hardcover,32.0,"HarperCollins (April 24, 2001)",English
Where Have You Been?,https://bulkbookstore.com/where-have-you-been-9780060283780,16.99,0060283785,b'9780060283780',"Margaret Wise Brown, Leo and Diane Dillon",Hardcover,32.0,"HarperCollins (May 11, 2004)",English
Roar! (A Noisy Counting Book),https://bulkbookstore.com/roar-a-noisy-counting-book-9780060283841,17.99,006028384X,b'9780060283841',"Pamela Duncan Edwards, Henry Cole",Hardcover,32.0,"HarperCollins (April 26, 2000)",English
River Boy (The Story of Mark Twain),https://bulkbookstore.com/river-boy-the-story-of-mark-twain-9780060284008,17.99,0060284005,b'9780060284008',"William Anderson, Dan Andreasen",Hardcover,40.0,"HarperCollins (February 18, 2003)",English
I Gotta Draw,https://bulkbookstore.com/i-gotta-draw-9780060284176,16.99,006028417X,b'9780060284176',"Bruce Degen, Bruce Degen",Hardcover,40.0,"HarperCollins (June 5, 2012)",English
Wiggling Worms at Work,https://bulkbookstore.com/wiggling-worms-at-work-9780060284480,16.99,006028448X,b'9780060284480',"Wendy Pfeffer, Steve Jenkins",Hardcover,40.0,"HarperCollins (December 23, 2003)",English
The Giving Tree Slipcase Mini Edition,https://bulkbookstore.com/the-giving-tree-slipcase-mini-edition-9780060284510,17.99,006028451X,b'9780060284510',"Shel Silverstein, Shel Silverstein",Hardcover,64.0,"HarperCollins (October 20, 1999)",English
I'll Be You and You Be Me,https://bulkbookstore.com/ill-be-you-and-you-be-me-9780060284596,16.99,0060284595,b'9780060284596',"Ruth Krauss, Maurice Sendak",Hardcover,40.0,"HarperCollins (May 22, 2001)",English
The Moon Jumpers,https://bulkbookstore.com/the-moon-jumpers-9780060284602,17.95,0060284609,b'9780060284602',"Janice May Udry, Maurice Sendak",Hardcover,32.0,"HarperCollins (February 19, 2013)",English
How Little Lori Visited Times Square,https://bulkbookstore.com/how-little-lori-visited-times-square-9780060284626,16.95,0060284625,b'9780060284626',"Amos Vogel, Maurice Sendak",Hardcover,64.0,"HarperCollins (May 22, 2001)",English
Good Thing You're Not an Octopus!,https://bulkbookstore.com/good-thing-youre-not-an-octopus-9780060284657,17.99,006028465X,b'9780060284657',"Julie Markes, Maggie Smith",Hardcover,40.0,"HarperCollins (February 20, 2001)",English
Zlateh the Goat and Other Stories,https://bulkbookstore.com/zlateh-the-goat-and-other-stories-9780060284770,18.99,0060284773,b'9780060284770',"Isaac Bashevis Singer, Maurice Sendak",Hardcover,104.0,"HarperCollins (May 22, 2001)",English
Higglety Pigglety Pop! (Or There Must Be More to Life),https://bulkbookstore.com/higglety-pigglety-pop-or-there-must-be-more-to-life-9780060284794,16.95,006028479X,b'9780060284794',"Maurice Sendak, Maurice Sendak",Hardcover,80.0,"HarperCollins (May 22, 2001)",English
Sammy the Seal,https://bulkbookstore.com/sammy-the-seal-9780060285456,16.99,0060285451,b'9780060285456',"Syd Hoff, Syd Hoff",Hardcover,64.0,"HarperCollins (January 5, 2000)",English
Incredible Me!,https://bulkbookstore.com/incredible-me-9780060286224,17.99,0060286229,b'9780060286224',"Kathi Appelt, G. Brian Karas",Hardcover,32.0,"HarperCollins (February 4, 2003)",English
Open House for Butterflies,https://bulkbookstore.com/open-house-for-butterflies-9780060286361,15.95,0060286369,b'9780060286361',"Ruth Krauss, Maurice Sendak",Hardcover,48.0,"HarperCollins (December 4, 2001)",English
Charlotte and The White Horse,https://bulkbookstore.com/charlotte-and-the-white-horse-9780060286408,15.99,0060286407,b'9780060286408',"Ruth Krauss, Maurice Sendak",Hardcover,32.0,"HarperCollins (December 4, 2001)",English
Hector Protector and As I Went Over the Water (Two Nursery Rhymes),https://bulkbookstore.com/hector-protector-and-as-i-went-over-the-water-two-nursery-rhymes-9780060286422,19.95,0060286423,b'9780060286422',"Maurice Sendak, Maurice Sendak",Hardcover,64.0,"HarperCollins (November 6, 2001)",English
Biscuit Goes to School,https://bulkbookstore.com/biscuit-goes-to-school-9780060286828,16.99,0060286822,b'9780060286828',"Alyssa Satin Capucilli, Pat Schories",Hardcover,32.0,"HarperCollins (July 23, 2002)",English
My Favorite Things,https://bulkbookstore.com/my-favorite-things-9780060287108,17.99,0060287101,b'9780060287108',"Richard Rodgers, Renee Graef, Oscar Hammerstein II",Hardcover,32.0,"HarperCollins (May 22, 2001)",English
I Loved You Before You Were Born,https://bulkbookstore.com/i-loved-you-before-you-were-born-9780060287207,17.99,0060287209,b'9780060287207',"Anne Bowen, Greg Shed",Hardcover,32.0,"HarperCollins (April 10, 2001)",English
"Chicken Said, ""Cluck!""",https://bulkbookstore.com/chicken-said-cluck-9780060287238,16.99,0060287233,b'9780060287238',"Judyann Ackerman Grant, Sue Truesdell",Hardcover,32.0,"HarperCollins (October 14, 2008)",English
"Does a Kangaroo Have a Mother, Too?",https://bulkbookstore.com/does-a-kangaroo-have-a-mother-too-9780060287672,18.89,0060287675,b'9780060287672',"Eric Carle, Eric Carle",Hardcover,32.0,"HarperCollins (March 22, 2000)",English
black is brown is tan,https://bulkbookstore.com/black-is-brown-is-tan-9780060287764,17.99,0060287764,b'9780060287764',"Arnold Adoff, Emily Arnold McCully",Hardcover,40.0,"HarperCollins (March 26, 2002)",English
Circus Girl,https://bulkbookstore.com/circus-girl-9780060287832,19.95,0060287837,b'9780060287832',"Jack Sendak, Maurice Sendak",Hardcover,32.0,"HarperCollins (October 15, 2002)",English
Galapagos George,https://bulkbookstore.com/galapagos-george-9780060287931,15.99,0060287934,b'9780060287931',"Jean Craighead George, Wendell Minor",Hardcover,40.0,"HarperCollins (April 8, 2014)",English
The Sign on Rosie's Door,https://bulkbookstore.com/the-sign-on-rosies-door-9780060287955,16.95,0060287950,b'9780060287955',"Maurice Sendak, Maurice Sendak",Hardcover,48.0,"HarperCollins (October 15, 2002)",English
I Love Planes!,https://bulkbookstore.com/i-love-planes-9780060288983,16.99,0060288981,b'9780060288983',"Philemon Sturges, Shari Halpern",Hardcover,32.0,"HarperCollins (March 18, 2003)",English
I Love Trains!,https://bulkbookstore.com/i-love-trains-9780060289003,15.99,0060289007,b'9780060289003',"Philemon Sturges, Shari Halpern",Hardcover,32.0,"HarperCollins (April 24, 2001)",English
All by Myself!,https://bulkbookstore.com/all-by-myself-9780060289294,17.99,0060289295,b'9780060289294',"Aliki, Aliki",Hardcover,32.0,"HarperCollins (August 22, 2000)",English
The Stray Dog,https://bulkbookstore.com/the-stray-dog-9780060289331,17.99,0060289333,b'9780060289331',"Marc Simont, Marc Simont",Hardcover,32.0,"HarperCollins (January 9, 2001)",English
The Trumpet of the Swan,https://bulkbookstore.com/the-trumpet-of-the-swan-9780060289355,17.99,006028935X,b'9780060289355',"E. B. White, Fred Marcellino",Hardcover,272.0,"HarperCollins (October 3, 2000)",English
My Mommy Hung the Moon (A Love Story),https://bulkbookstore.com/my-mommy-hung-the-moon-a-love-story-9780060290160,17.99,0060290161,b'9780060290160',"Jamie Lee Curtis, Laura Cornell",Hardcover,40.0,"HarperCollins (September 7, 2010)",English
Cobweb Christmas (The Tradition of Tinsel),https://bulkbookstore.com/cobweb-christmas-the-tradition-of-tinsel-9780060290337,17.99,0060290331,b'9780060290337',"Shirley Climo, Jane Manning",Hardcover,32.0,"HarperCollins (October 2, 2001)",English
Light Is All Around Us,https://bulkbookstore.com/light-is-all-around-us-9780060291211,17.99,0060291214,b'9780060291211',"Wendy Pfeffer, Paul Meisel",Hardcover,40.0,"HarperCollins (February 25, 2014)",English
White Christmas,https://bulkbookstore.com/white-christmas-9780060291235,16.99,0060291230,b'9780060291235',"Irving Berlin, Michael Hague",Hardcover,32.0,"HarperCollins (September 28, 2010)",English
Muhammad Ali (The People's Champion),https://bulkbookstore.com/muhammad-ali-the-peoples-champion-9780060291310,16.99,0060291311,b'9780060291310',"Walter Dean Myers, Alix Delinois",Hardcover,40.0,"HarperCollins (December 29, 2009)",English
Miss Dorothy and Her Bookmobile,https://bulkbookstore.com/miss-dorothy-and-her-bookmobile-9780060291556,17.99,0060291559,b'9780060291556',"Gloria Houston, Susan Condie Lamb",Hardcover,32.0,"HarperCollins (January 25, 2011)",English
Biscuit's Big Friend,https://bulkbookstore.com/biscuits-big-friend-9780060291679,16.99,0060291672,b'9780060291679',"Alyssa Satin Capucilli, Pat Schories",Hardcover,32.0,"HarperCollins (July 1, 2003)",English
Where the Sidewalk Ends Book and CD (Poems and Drawings),https://bulkbookstore.com/where-the-sidewalk-ends-book-and-cd-poems-and-drawings-9780060291693,23.99,0060291699,b'9780060291693',"Shel Silverstein, Shel Silverstein",Hardcover,176.0,"HarperCollins (October 3, 2000)",English
Dinosaur Train,https://bulkbookstore.com/dinosaur-train-9780060292454,17.99,0060292458,b'9780060292454',"John Steven Gurney, John Steven Gurney",Hardcover,32.0,"HarperCollins (September 17, 2002)",English
The Broken Cat,https://bulkbookstore.com/the-broken-cat-9780060292638,16.99,0060292636,b'9780060292638',"Lynne Rae Perkins, Lynne Rae Perkins",Hardcover,32.0,"HarperCollins (March 26, 2002)",English
Earthshake (Poems from the Ground Up),https://bulkbookstore.com/earthshake-poems-from-the-ground-up-9780060292652,17.99,0060292652,b'9780060292652',"Lisa Westberg Peters, Cathie Felstead",Hardcover,32.0,"HarperCollins (August 5, 2003)",English
